emotion;text;rand
sadness;i hate that i feel like no one not in the sense of who i am is unimportant but that i feel like i dont exist;0.403696426
anger;im feeling quite distracted;0.56872109
fear;i was still feeling the contractions and terrified;0.354914359
sadness;i decided rather than boring you with an i feel kinda crappy at the moment post id like to feature a special book edited by a member of the iwsg a href http nickwilford;0.488830235
joy;im feeling very mellow at the moment;0.250994493
joy;i am lbs from being at a comfortable weight to get pregnant and i am feeling more determined than ever;0.585774456
anger;i feel it is very rude to sleep when i am teaching;0.499536116
disgust;Not applicable.;0.388683187
anger;i am feeling mildly grumpy that i am doing all this work when only one student has said they are coming but such is life hopefully i have enough planned that the time will fly;0.004669281
surprise;i feel like these are some pretty amazing photos personally;0.892932314
joy;i feel safe leave my gun venture outside;0.3842945
joy;i love feeling useful;0.126467309
surprise;i want to feel dazed or i dont know;0.153925113
surprise;i remember feeling just as amazed at seeing her as;0.582096934
sadness;i feel that these soldiers lives were not in vain and died to protect my freedoms;0.77609508
disgust;"The repression of rioting and non-rioting ""Blacks"" in South Africa by the police of that ""Democracy"".";0.565885776
disgust;"When an uncle of mine who is very ill started to cough wich 
sounded very dirty. (He can't help it of course).";0.892242993
sadness;i suddenly started feeling like a real rotten bastard;0.739038013
anger;i wanted to say something to her but it was just a bad vibe and i was feeling hostile didnt think it was a good night to do so;0.008141159
disgust;The acts of brutal violence in generally disgusts me. Fights, phisical aggrssion, etc.;0.69758036
surprise;i fought against feeling overwhelmed;0.236335277
joy;i don t know how to feel i m trying to stay optimistic that it won t be like the other shoe store;0.357649453
fear;i get to the stage where ive had enough light on my skin that i feel agitated which kickstarts my pulse rate to the point that i can get up;0.258139002
sadness;i feel rotten shallow and extremely bad to have not shed a tear at your passing away;0.910310789
surprise;i feel like there might not be anything to this one that it might be weird for weird s sake;0.995229646
fear;i always feel sort of insecure and ashamed when my body and there is a sort of piles of like it is right now;0.273959811
surprise;i had never watched things before and it made me feel very curious;0.177826937
surprise;i koyama had been especially worried hellip just like the scolding from tackey had been especially frightening but when it came from the younger members of kisumai and abc he could help but feel shocked;0.741565308
anger;im excited again and not feeling the least bit tortured by robert even his message didnt rattle me;0.410190074
fear;i was recently talking with a friend about how i feel reluctant to press the point when i feel like someone is pushing my boundaries even if i end up feeling very uncomfortable and unhappy;0.089276388
joy;i was able to overcome this anxiousness and feel peaceful as i quickly jotted down all the answers to todays homework;0.0049461
disgust;Returning home in the late afternoon I saw an indecent act made by a man with the purpose that I saw it.;0.741913328
sadness;i bought some three books after feeling disillusioned with the one id brought with me to glasgow;0.948192606
surprise;i feel like i was weird;0.109915739
fear;i feel pressured into creating something more complicated again;0.467953574
disgust;When after a party celebrating a friend's 21st birthday - upon leaving I found 10 people outside throwing up and further 4 unconscious.;0.139246219
sadness;i feel so worthless and pathetic all the time and i shouldnt hgave to feel that way i cant spak out about it because then ill get yelled at and blamed for it like oh its all ylur fault oh you bring it all on yourself no;0.042423174
