text;emo
i feel too selfish to talk about you to anyone else thyroid for i do not want them to think i am just dramatic and whiny when really it is just hard for them to understand that yes someone can look fine and still feel terrible;anger
i was i admit very worried about feeling isolated i work in a cubicle pretty much on my own unless someone needs me;sadness
i am going to clean the slate by unilaterally forgiving those i feel have wronged me or someone i love intentionally or through carelessness so that i thereby in time can forget the perceived insults and abuses;anger
i knew it was the holy spirit at work plus it feels divine in the gooooood way like a massage reassuring me;joy
i feel as though ive reached a point in my career where im highly respected there;joy
i make light of it but sometimes i feel really awkward in small groups and in one on one conversations;sadness
ive had a lot of good days where i feel fabulous and have lots of energy but lately ive also had some bad days where i feel gigantic and slow and clumsy;joy
i also feel like if google hated seo we d know it;sadness
i didnt get a wink of sleep that night and continued feeling not so fabulous the next morning;joy
i feel like you feel this is a mistake but time is fucked up sleep won t take;anger
i love sliding down on a nice big throbbing cock and feeling what my gorgeous body does to a man;joy
i found myself in the novel position of feeling a bit uncertain about the stock market rally;fear
